name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
quezon city,6/2/2021,29.9,26.2,27.8,35,26.2,31.4,24.7,83.4,32.314,100,29.17,rain,0,0,50.4,26.7,47.2,1006,84,8.4,56.9,5.1,3,,2021-06-02T05:25:34,2021-06-02T18:22:09,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/3/2021,31.2,25.8,28.6,39.1,25.8,32.5,24.9,81.2,11.39,100,12.5,rain,0,0,51.8,23.6,233.3,1008.9,82.2,8.9,148.5,12.8,6,,2021-06-03T05:25:34,2021-06-03T18:22:28,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,6/4/2021,34.5,26.9,29.3,44.2,30.5,34.9,25,78.1,0.055,100,4.17,rain,0,0,33.1,26.7,266.5,1009.6,47.9,10,176.8,15.4,7,,2021-06-04T05:25:35,2021-06-04T18:22:47,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/5/2021,33.9,26.9,30.2,45,30.3,36.7,25.3,75.4,0,0,0,,0,0,32.8,30.8,258.2,1008.6,41.1,9.8,203.6,17.7,7,,2021-06-05T05:25:37,2021-06-05T18:23:06,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,F9028,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/6/2021,32,27.9,30,39.2,31.8,36.1,25,75.1,0,0,0,,0,0,24.5,20.7,256.1,1009.3,68.5,9.9,177.5,15.4,6,,2021-06-06T05:25:40,2021-06-06T18:23:25,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,E0758,98433099999,98425099999"
quezon city,6/7/2021,33,27.9,29.4,42,32,35.2,25.1,78.2,0.086,100,8.33,rain,0,0,28.8,20.9,215.7,1010.4,69.5,9.9,155.4,13.3,6,,2021-06-07T05:25:43,2021-06-07T18:23:43,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/8/2021,31,26,27.9,39.1,26,31.5,24.7,83.4,89.21,100,16.67,rain,0,0,25.2,26.5,203.9,1010.2,84.8,9.6,85.1,7.5,6,,2021-06-08T05:25:48,2021-06-08T18:24:02,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/9/2021,29.2,24.9,27.1,35.9,24.9,30.3,24.7,87.2,15.982,100,25,rain,0,0,25.9,21.3,200.7,1009.3,92.1,8.4,55.9,4.7,2,,2021-06-09T05:25:53,2021-06-09T18:24:20,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/10/2021,33.9,24.7,28.2,39.3,24.7,31.1,24.3,80.5,23.579,100,8.33,rain,0,0,23.8,15.7,168.6,1007.8,74.7,8.6,176.5,15.2,6,,2021-06-10T05:25:58,2021-06-10T18:24:37,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/11/2021,32.7,25.5,27.9,40.2,25.5,32,25.2,85.6,0.6,100,16.67,rain,0,0,35.3,15.5,158.1,1008.4,81.4,8.1,85.4,7.2,4,,2021-06-11T05:26:05,2021-06-11T18:24:55,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/12/2021,32.9,24.6,28.4,42,24.6,32.3,24,77.5,0,0,0,,0,0,25.9,19.8,109.1,1011.1,77.5,9.4,80.7,6.8,5,,2021-06-12T05:26:12,2021-06-12T18:25:12,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/13/2021,33,24.8,28.6,39.3,24.8,32,23.4,74.3,0.005,100,4.17,rain,0,0,26.3,12.8,174.8,1011.6,64,9.5,116.3,10.1,5,,2021-06-13T05:26:20,2021-06-13T18:25:29,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,6/14/2021,32.6,25.7,28.8,40.6,25.7,33,24.1,76.3,0.464,100,4.17,rain,0,0,28.1,26.4,290.8,1010.7,55.1,9.7,210.7,18.3,7,,2021-06-14T05:26:28,2021-06-14T18:25:45,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,6/15/2021,32.5,26.9,29.5,40.8,30.1,35.1,24.7,75.7,0,0,0,,0,0,31.3,26.9,275.8,1010,45.6,9.8,180.1,15.8,6,,2021-06-15T05:26:38,2021-06-15T18:26:01,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/16/2021,33,27.4,29.8,42,29.9,35.5,24.8,75.2,0,0,0,,0,0,32.4,23.6,272.4,1010.7,46.1,9.7,197.5,17.2,7,,2021-06-16T05:26:47,2021-06-16T18:26:17,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/17/2021,33.8,27.4,30.5,40.8,31.2,36.2,24.5,71.6,0,0,0,,0,0,28.4,26.7,263,1011.1,40.2,9.4,206.3,17.8,7,,2021-06-17T05:26:58,2021-06-17T18:26:32,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/18/2021,33.8,26.5,30.2,42.1,26.5,36.2,25,74.5,0,0,0,,0,0,29.5,28.8,275.2,1010.5,36.9,9.7,195.9,17,7,,2021-06-18T05:27:09,2021-06-18T18:26:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,6/19/2021,33.1,26.8,30.2,42,29.7,36.6,25,73.8,0,0,0,,0,0,38.9,30.4,270.2,1009.4,48.4,9.5,209.6,18.3,7,,2021-06-19T05:27:21,2021-06-19T18:27:01,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,6/20/2021,32.9,26,29.2,42,26,34.3,24.9,78.5,13.12,100,25,rain,0,0,38.5,30.4,261.3,1008.9,66,9.6,155.8,13.3,7,,2021-06-20T05:27:33,2021-06-20T18:27:15,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,6/21/2021,30,25.2,27.7,36.3,25.2,31.5,24.5,82.7,9.636,100,20.83,rain,0,0,38.9,27,262.6,1009.9,84.5,9.4,85,7.4,4,,2021-06-21T05:27:45,2021-06-21T18:27:28,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,6/22/2021,32,25.8,28.3,39.2,25.8,31.3,23.8,77.7,3.831,100,4.17,rain,0,0,36.7,28.8,267.8,1010.7,71.2,9.3,165.9,14.3,6,,2021-06-22T05:27:58,2021-06-22T18:27:40,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/23/2021,32,24.9,28.1,40.6,24.9,31.6,24,79.3,5.285,100,16.67,rain,0,0,33.5,26.4,312.2,1011.1,76.1,9.3,175.5,15,7,,2021-06-23T05:28:12,2021-06-23T18:27:52,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/24/2021,32,25.2,28.7,39.2,25.2,32.7,24.2,77.3,0.016,100,8.33,rain,0,0,25.9,19.2,277,1010.7,85.7,9.2,165.1,14.3,6,,2021-06-24T05:28:26,2021-06-24T18:28:04,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/25/2021,32,26.2,28.4,38.9,26.2,32.9,24.5,79.5,0.165,100,4.17,rain,0,0,23,30.2,303,1010.8,82.6,9.4,86.5,7.5,5,,2021-06-25T05:28:41,2021-06-25T18:28:15,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/26/2021,33.8,25,29.3,38.9,25,34.3,24.5,75.9,0.014,100,4.17,rain,0,0,19.8,16.7,286.2,1011.3,53.2,8.9,176.1,15.1,6,,2021-06-26T05:28:56,2021-06-26T18:28:25,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/27/2021,33.9,24.4,29.1,41.8,24.4,34.2,24.7,77.8,31.613,100,8.33,rain,0,0,25.9,16.2,187.4,1011.1,57,8.9,80.8,6.9,3,,2021-06-27T05:29:11,2021-06-27T18:28:34,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/28/2021,32.9,25.4,28.8,40.9,25.4,33.6,24.9,80,0.674,100,20.83,rain,0,0,28.8,22.6,209,1010,66,6.5,131.4,11.3,6,,2021-06-28T05:29:27,2021-06-28T18:28:43,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/29/2021,33.3,24.9,29,42.2,24.9,32.9,24.1,75.7,0,0,0,,0,0,23,23.6,259,1010.4,45,6.9,185.4,16,6,,2021-06-29T05:29:43,2021-06-29T18:28:51,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,6/30/2021,33.6,26.2,30,42.1,26.2,35.5,24.7,74.3,1.855,100,4.17,rain,0,0,21.6,24.9,243.1,1010.2,47.8,9,195.1,16.9,6,,2021-06-30T05:29:59,2021-06-30T18:28:58,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,7/1/2021,34.6,25.5,29.6,40.7,25.5,34.2,24.5,75.1,9.521,100,12.5,rain,0,0,20.5,23.6,284.9,1010.1,54.9,8.8,231.1,20,8,,2021-07-01T05:30:15,2021-07-01T18:29:05,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,F9028,RPLL,C6BR3,98430099999,F0027,98433099999,98425099999"
quezon city,7/2/2021,33.1,25.2,28.8,40.7,25.2,32.5,23.6,74.6,3.824,100,8.33,rain,0,0,24.1,25,334.8,1010.1,63.6,8.2,147.3,12.7,6,,2021-07-02T05:30:32,2021-07-02T18:29:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/3/2021,29.3,25,27.3,34.8,25,30.3,24.3,84.3,6.117,100,20.83,rain,0,0,29.5,17.4,17.2,1008.4,84.9,8.2,58,4.8,3,,2021-07-03T05:30:49,2021-07-03T18:29:16,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/4/2021,32.8,24.9,27.8,40.2,24.9,31,24.6,83.3,47.397,100,25,rain,0,0,36,15.7,108.5,1006.4,89.7,8.6,77.6,6.7,4,,2021-07-04T05:31:06,2021-07-04T18:29:20,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/5/2021,38.4,25.3,28.5,47.3,25.3,32.5,24.7,81.2,1.396,100,16.67,rain,0,0,32.4,21.5,208.4,1007.2,70.5,9.1,162.1,14,7,,2021-07-05T05:31:24,2021-07-05T18:29:23,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,7/6/2021,32,24.5,27.9,39.3,24.5,31,23.9,80,14.54,100,12.5,rain,0,0,36.3,55.4,186.3,1009.9,85.5,9.7,137.6,11.8,6,,2021-07-06T05:31:41,2021-07-06T18:29:26,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/7/2021,35,25,29.4,43.3,25,33.3,24.3,75.5,0,0,0,,0,0,22.3,19.9,116,1011,50.4,9.4,161,13.9,6,,2021-07-07T05:31:59,2021-07-07T18:29:28,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/8/2021,34,26.3,29.9,42,26.3,35,24.3,72.8,0.561,100,16.67,rain,0,0,29.2,18.4,72,1010.4,64.1,9.5,99.4,8.6,4,,2021-07-08T05:32:17,2021-07-08T18:29:29,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/9/2021,33,25.4,29.3,40.6,25.4,34.1,24.4,75.3,14.899,100,8.33,rain,0,0,28.8,17.8,84.6,1009.6,56.4,9.3,81.3,7.1,5,,2021-07-09T05:32:35,2021-07-09T18:29:29,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/10/2021,33,25.8,29,39.3,25.8,33.1,23.9,74.6,1.101,100,12.5,rain,0,0,29.5,20.3,94.2,1010.5,73.5,9.4,100,8.9,4,,2021-07-10T05:32:52,2021-07-10T18:29:28,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,7/11/2021,33.9,25.3,29.4,42.1,25.3,34.1,24.5,75.8,0,0,0,,0,0,34.6,20.3,92,1010.6,62.6,9.4,131,11.3,5,,2021-07-11T05:33:10,2021-07-11T18:29:26,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,7/12/2021,33,26.5,29.8,42.1,26.5,35.3,24.9,75.5,5.97,100,4.17,rain,0,0,22.7,16.6,74.9,1010.1,56,9.4,92.2,8.1,5,,2021-07-12T05:33:28,2021-07-12T18:29:23,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,7/13/2021,33,25.3,29,40.6,25.3,33.5,24.3,76.3,21.404,100,12.5,rain,0,0,32.4,16.6,96.8,1009.4,68.6,9.6,100.1,8.6,5,,2021-07-13T05:33:46,2021-07-13T18:29:20,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/14/2021,33,24.5,28.6,39.3,24.5,32.6,24.3,78.2,3.158,100,4.17,rain,0,0,23,18,55.4,1008.6,61.2,9.2,153.5,13.3,6,,2021-07-14T05:34:04,2021-07-14T18:29:15,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/15/2021,30.9,25,28.3,37.7,25,32.6,24.8,81.7,0.418,100,12.5,rain,0,0,27.7,20.3,269.4,1008.9,61.3,8.1,120,10.4,6,,2021-07-15T05:34:22,2021-07-15T18:29:10,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/16/2021,32.3,25,28.4,39.1,25,32.1,24.8,81.6,0.14,100,8.33,rain,0,0,33.5,26.8,266.2,1008.4,78.8,8.4,165.1,14.4,6,,2021-07-16T05:34:40,2021-07-16T18:29:03,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,remote,98433099999,E0758,98425099999"
quezon city,7/17/2021,31.6,25.4,28.7,39.1,25.4,33.7,25.1,81.1,42.228,100,12.5,rain,0,0,22.7,23.2,222.9,1006.2,80.3,9.7,146.9,12.8,6,,2021-07-17T05:34:57,2021-07-17T18:28:56,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,7/18/2021,31,26.8,28.5,38.8,29.7,33.2,24.5,78.9,3.869,100,16.67,rain,0,0,37.4,24,246.4,1005.9,74.4,9.6,149.3,12.9,6,,2021-07-18T05:35:15,2021-07-18T18:28:48,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/19/2021,30.5,26,27.5,37.4,26,31,24.8,85.3,20.958,100,29.17,rain,0,0,46.1,22.3,211.5,1007,91,9.4,128,11.2,5,,2021-07-19T05:35:32,2021-07-19T18:28:38,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,7/20/2021,31,25.9,27,39.1,25.9,29.6,25,89.1,19.644,100,25,rain,0,0,53.6,35.3,229.2,1007.3,91.6,9.2,83.2,7.2,4,,2021-07-20T05:35:50,2021-07-20T18:28:28,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/21/2021,27,24,25.7,31.2,24,26,24.6,93.7,48.245,100,33.33,rain,0,0,47.5,32.3,223.7,1006.5,93,7.7,20.4,2.1,1,,2021-07-21T05:36:07,2021-07-21T18:28:17,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/22/2021,28.2,24,25.7,32.5,24,26.3,24.7,94.8,100.449,100,33.33,rain,0,0,56.5,24.1,232.4,1004.3,94,8.4,44.9,3.8,3,,2021-07-22T05:36:23,2021-07-22T18:28:05,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/23/2021,29,24.9,26.4,34.5,24.9,27.6,24.8,91.4,123.583,100,33.33,rain,0,0,58.7,30.6,244.4,1004.2,91.5,9.2,98.4,8.4,6,,2021-07-23T05:36:40,2021-07-23T18:27:52,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/24/2021,28,24,25.8,33.6,24,26.7,24.6,93.1,102.531,100,29.17,rain,0,0,60.1,32.7,213.5,1005,96.5,6.8,12.1,1.1,1,,2021-07-24T05:36:57,2021-07-24T18:27:38,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98428099999,F9028,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/25/2021,28.4,22.9,26.4,33.1,22.9,28.5,24.8,90.8,99.166,100,29.17,rain,0,0,61.2,31.7,238.8,1006.8,93.5,7.7,22.6,1.9,1,,2021-07-25T05:37:13,2021-07-25T18:27:24,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,7/26/2021,32,27.7,29.3,40.6,32.5,35.6,25.6,80.7,5.906,100,16.67,rain,0,0,59.4,37.1,237.7,1005.7,75.1,9.5,143.8,12.4,6,,2021-07-26T05:37:29,2021-07-26T18:27:08,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,7/27/2021,31,27,28.6,39.1,30.9,34.5,25.7,84.4,16.545,100,25,rain,0,0,57.6,35.3,237.8,1003.9,86.4,9.8,65.2,5.6,4,,2021-07-27T05:37:45,2021-07-27T18:26:51,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/28/2021,29,25,27,36.8,25,29.8,25.3,91,34.675,100,29.17,rain,0,0,55.1,35.8,243,1005,97.8,8.7,39.6,3.3,2,,2021-07-28T05:38:00,2021-07-28T18:26:33,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/29/2021,28.8,24.4,26.8,34.8,24.4,29.7,25.3,91.9,12.288,100,29.17,rain,0,0,52.2,28.2,245.2,1007.6,93.4,9,76.5,6.6,3,,2021-07-29T05:38:15,2021-07-29T18:26:15,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,7/30/2021,32,25.3,28.8,40.6,25.3,33.9,25.1,81.2,6.002,100,8.33,rain,0,0,49,70.6,217,1008.9,81.6,11.2,122.1,10.5,5,,2021-07-30T05:38:30,2021-07-30T18:25:55,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,7/31/2021,32,26,28.8,40.6,26,33.8,25.1,80.7,8.317,100,20.83,rain,0,0,50.4,51.8,244,1009.5,81.5,10.9,153.1,13,5,,2021-07-31T05:38:45,2021-07-31T18:25:35,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,8/1/2021,33,26,29.4,40.6,26,35.3,25.3,78.9,4.743,100,20.83,rain,0,0,56.9,35.3,237,1006.5,62.3,10,181.5,15.9,6,,2021-08-01T05:38:59,2021-08-01T18:25:14,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,8/2/2021,33,27.6,29.4,42.1,30.9,35.3,25.1,77.9,0.165,100,16.67,rain,0,0,61.2,39.9,225.1,1006.5,71.9,10.1,131.8,11.4,5,,2021-08-02T05:39:13,2021-08-02T18:24:51,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,8/3/2021,32,27,29.4,40.6,31.2,35.6,25.5,80.1,13.251,100,25,rain,0,0,57.6,46.4,216.1,1007.2,83.3,10.4,122.5,10.5,5,,2021-08-03T05:39:27,2021-08-03T18:24:28,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,8/4/2021,33,27.6,29.9,42.1,31.5,36.5,25.5,77.6,0.415,100,8.33,rain,0,0,55.8,35.3,231.5,1007.1,72,9.7,177.4,15.3,7,,2021-08-04T05:39:40,2021-08-04T18:24:04,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,8/5/2021,32,28,29.3,40.6,32.7,35.3,25.4,79.6,1.147,100,12.5,rain,0,0,61.9,32.8,213.8,1007.9,72.7,9.9,154.5,13.3,6,,2021-08-05T05:39:53,2021-08-05T18:23:39,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98429099999,C6CX3,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
